Date,Price,Open,High,Low,Change %
09/23/2004,"1,927.59","1,897.68","1,951.80","1,875.48",1.63%
09/22/2004,"1,896.75","1,967.91","2,030.46","1,863.36",-3.49%
09/21/2004,"1,965.31","1,868.77","1,965.40","1,868.77",5.19%
09/20/2004,"1,868.40","1,814.63","1,868.40","1,814.63",2.97%
09/19/2004,"1,814.45","1,772.26","1,821.09","1,772.26",2.38%
09/18/2004,"1,772.26","1,742.04","1,773.77","1,742.04",1.75%
09/16/2004,"1,741.85","1,723.74","1,745.43","1,721.56",1.06%
09/15/2004,"1,723.56","1,774.37","1,774.79","1,695.80",2.41%
09/14/2004,"1,683.00","1,679.43","1,700.83","1,674.01",0.21%
09/13/2004,"1,679.43","1,647.92","1,691.14","1,647.92",1.92%
09/11/2004,"1,647.73","1,626.37","1,648.56","1,626.30",1.30%
09/09/2004,"1,626.55","1,621.64","1,631.31","1,621.64",0.34%
09/08/2004,"1,620.99","1,615.34","1,622.53","1,615.34",0.36%
09/07/2004,"1,615.16","1,608.91","1,615.16","1,607.12",0.40%
09/06/2004,"1,608.72","1,599.31","1,611.47","1,599.12",0.61%
09/05/2004,"1,598.94","1,600.39","1,603.13","1,597.29",-0.07%
09/04/2004,"1,600.06","1,605.71","1,609.85","1,599.20",-0.34%
09/02/2004,"1,605.46","1,599.57","1,606.79","1,598.44",0.39%
09/01/2004,"1,599.20","1,597.96","1,601.39","1,596.32",0.08%
08/31/2004,"1,597.96","1,584.34","1,600.17","1,583.68",0.82%
08/30/2004,"1,584.89","1,582.14","1,586.07","1,580.30",0.30%
08/29/2004,"1,580.17","1,581.23","1,589.22","1,578.81",-0.03%
08/28/2004,"1,580.58","1,576.46","1,581.65","1,573.32",0.30%
08/26/2004,"1,575.80","1,571.12","1,576.04","1,571.12",0.31%
08/25/2004,"1,570.87","1,563.19","1,570.91","1,563.19",0.53%
08/24/2004,"1,562.53","1,559.22","1,562.78","1,555.62",0.24%
08/23/2004,"1,558.84","1,553.19","1,560.02","1,553.19",0.41%
08/22/2004,"1,552.53","1,541.42","1,553.51","1,541.42",0.71%
08/21/2004,"1,541.53","1,541.61","1,543.81","1,539.61",-0.01%
08/19/2004,"1,541.69","1,539.20","1,543.38","1,533.29",0.15%
08/18/2004,"1,539.45","1,544.66","1,544.66","1,539.15",-0.35%
08/17/2004,"1,544.91","1,546.45","1,549.29","1,544.91",-0.14%
08/16/2004,"1,547.11","1,552.84","1,555.47","1,546.45",-0.38%
08/15/2004,"1,553.08","1,549.67","1,557.48","1,549.67",0.26%
08/14/2004,"1,549.01","1,546.00","1,551.64","1,542.36",0.19%
08/12/2004,"1,546.00","1,549.80","1,551.12","1,545.65",-0.37%
08/11/2004,"1,551.77","1,553.49","1,557.99","1,549.71",0.01%
08/10/2004,"1,551.63","1,559.97","1,562.85","1,551.63",-0.53%
08/09/2004,"1,559.97","1,546.96","1,561.99","1,546.96",0.93%
08/08/2004,"1,545.65","1,543.60","1,550.29","1,543.60",0.22%
08/05/2004,"1,542.30","1,541.41","1,549.48","1,535.75",0.10%
08/04/2004,"1,540.76","1,535.71","1,540.95","1,532.61",0.33%
08/03/2004,"1,535.71","1,537.25","1,538.59","1,529.54",-0.09%
08/02/2004,"1,537.06","1,536.95","1,540.82","1,533.50",0.00%
08/01/2004,"1,537.05","1,536.43","1,537.95","1,524.44",0.13%
07/31/2004,"1,535.11","1,548.03","1,550.92","1,531.91",-0.83%
07/29/2004,"1,548.03","1,557.48","1,560.28","1,546.47",-0.82%
07/28/2004,"1,560.77","1,571.23","1,571.99","1,558.66",-0.58%
07/27/2004,"1,569.91","1,583.85","1,585.68","1,569.91",-0.83%
07/26/2004,"1,583.08","1,588.84","1,591.08","1,581.83",-0.35%
07/25/2004,"1,588.71","1,593.56","1,594.81","1,585.63",-0.35%
07/24/2004,"1,594.22","1,583.34","1,599.23","1,583.34",0.69%
07/22/2004,"1,583.34","1,582.16","1,590.59","1,582.16",0.10%
07/21/2004,"1,581.79","1,573.06","1,582.45","1,571.92",0.55%
07/20/2004,"1,573.06","1,564.33","1,576.09","1,563.89",0.13%
07/19/2004,"1,571.07","1,568.88","1,579.79","1,566.91",0.15%
07/18/2004,"1,568.70","1,572.21","1,575.29","1,568.70",-0.18%
07/17/2004,"1,571.55","1,570.00","1,572.48","1,568.07",0.10%
07/15/2004,"1,570.00","1,574.33","1,574.33","1,566.75",-0.27%
07/14/2004,"1,574.22","1,569.62","1,576.10","1,564.73",0.29%
07/13/2004,"1,569.62","1,565.87","1,574.38","1,565.21",0.24%
07/12/2004,"1,565.87","1,559.44","1,567.21","1,557.94",0.41%
07/11/2004,"1,559.44","1,565.16","1,565.35","1,556.56",-0.38%
07/10/2004,"1,565.35","1,560.75","1,565.35","1,558.50",0.34%
07/08/2004,"1,560.09","1,556.69","1,567.95","1,556.69",0.23%
07/07/2004,"1,556.50","1,548.50","1,560.36","1,548.50",0.49%
07/06/2004,"1,548.97","1,525.68","1,549.63","1,525.68",1.61%
07/05/2004,"1,524.49","1,506.32","1,525.39","1,505.88",1.03%
07/04/2004,"1,508.96","1,497.05","1,508.96","1,487.62",0.62%
07/03/2004,"1,499.69","1,509.01","1,511.65","1,456.20",-0.53%
07/01/2004,"1,507.69","1,499.44","1,509.54","1,495.24",1.00%
06/30/2004,"1,492.75","1,485.41","1,495.97","1,485.41",0.47%
06/29/2004,"1,485.84","1,480.31","1,491.49","1,477.60",0.47%
06/28/2004,"1,478.88","1,455.68","1,486.30","1,455.68",1.59%
06/27/2004,"1,455.68","1,456.80","1,469.47","1,453.33",0.02%
06/26/2004,"1,455.44","1,459.17","1,464.07","1,454.89",-0.03%
06/24/2004,"1,455.93","1,449.53","1,461.23","1,449.53",0.44%
06/23/2004,"1,449.53","1,441.71","1,454.84","1,439.04",0.49%
06/22/2004,"1,442.43","1,452.22","1,464.40","1,439.08",-0.67%
06/21/2004,"1,452.22","1,431.59","1,452.58","1,429.69",1.41%
06/20/2004,"1,432.00","1,432.26","1,434.13","1,424.51",0.11%
06/19/2004,"1,430.46","1,430.19","1,434.91","1,424.56",-0.23%
06/17/2004,"1,433.79","1,435.93","1,441.98","1,429.76",-0.16%
06/16/2004,"1,436.13","1,433.45","1,445.86","1,432.35",0.17%
06/15/2004,"1,433.66","1,438.21","1,441.69","1,405.52",-0.36%
06/14/2004,"1,438.82","1,465.03","1,484.25","1,434.28",-1.36%
06/13/2004,"1,458.70","1,406.74","1,460.06","1,406.53",3.77%
06/12/2004,"1,405.72","1,364.36","1,406.12","1,364.36",3.28%
06/10/2004,"1,361.12","1,347.14","1,361.52","1,346.25",1.31%
06/09/2004,"1,343.53","1,339.23","1,344.07","1,338.83",0.27%
06/08/2004,"1,339.95","1,337.74","1,339.95","1,335.07",0.21%
06/07/2004,"1,337.13","1,333.64","1,342.14","1,333.44",0.28%
06/06/2004,"1,333.44","1,327.00","1,335.27","1,325.78",0.50%
06/05/2004,"1,326.79","1,313.01","1,329.11","1,313.01",1.07%
06/03/2004,"1,312.74","1,304.98","1,314.34","1,304.98",0.59%
06/02/2004,"1,304.98","1,301.57","1,308.03","1,300.84",0.23%
06/01/2004,"1,301.93","1,306.52","1,311.12","1,301.22",-0.35%
05/31/2004,"1,306.52","1,294.50","1,315.78","1,294.50",2.35%
05/30/2004,"1,276.47","1,276.92","1,278.62","1,274.76",-0.07%
05/29/2004,"1,277.33","1,275.73","1,279.76","1,274.89",0.13%
05/27/2004,"1,275.73","1,275.43","1,280.19","1,275.43",-0.16%
05/26/2004,"1,277.74","1,279.53","1,279.53","1,275.70",-0.16%
05/25/2004,"1,279.73","1,283.23","1,283.78","1,277.56",-0.28%
05/24/2004,"1,283.34","1,282.79","1,287.35","1,279.99",0.04%
05/23/2004,"1,282.79","1,290.19","1,291.55","1,282.79",-0.57%
05/22/2004,"1,290.19","1,290.59","1,291.82","1,285.64",-0.01%
05/20/2004,"1,290.38","1,288.55","1,293.55","1,283.60",0.15%
05/19/2004,"1,288.41","1,287.20","1,289.55","1,286.27",0.21%
05/18/2004,"1,285.76","1,273.76","1,285.80","1,272.41",1.26%
05/17/2004,"1,269.80","1,270.45","1,282.07","1,269.07",0.28%
05/16/2004,"1,266.23","1,276.64","1,276.64","1,262.69",0.26%
05/15/2004,"1,262.90","1,245.85","1,262.90","1,243.13",1.79%
05/13/2004,"1,240.68","1,239.80","1,242.10","1,235.85",0.50%
05/12/2004,"1,234.49","1,231.78","1,236.04","1,231.47",0.24%
05/11/2004,"1,231.58","1,231.32","1,236.93","1,231.32",0.14%
05/10/2004,"1,229.88","1,232.60","1,234.00","1,228.65",-0.17%
05/09/2004,"1,231.98","1,237.35","1,237.35","1,227.47",-0.26%
05/08/2004,"1,235.23","1,239.66","1,239.66","1,233.45",-0.34%
05/06/2004,"1,239.46","1,245.10","1,245.43","1,239.46",-0.22%
05/05/2004,"1,242.22","1,236.57","1,242.22","1,234.77",0.63%
05/04/2004,"1,234.40","1,225.48","1,235.67","1,225.48",0.73%
05/03/2004,"1,225.48","1,218.42","1,226.92","1,214.04",0.61%
05/02/2004,"1,218.01","1,215.52","1,221.12","1,215.52",0.27%
04/29/2004,"1,214.70","1,216.56","1,219.14","1,212.76",-0.05%
04/28/2004,"1,215.36","1,223.79","1,226.07","1,214.30",-0.73%
04/27/2004,"1,224.26","1,238.90","1,238.99","1,216.99",-1.07%
04/26/2004,"1,237.45","1,252.63","1,254.03","1,235.73",-1.16%
04/25/2004,"1,251.91","1,250.53","1,253.89","1,235.31",0.09%
04/24/2004,"1,250.73","1,258.38","1,260.14","1,246.40",-0.58%
04/22/2004,"1,257.97","1,229.21","1,262.55","1,212.48",-0.16%
04/21/2004,"1,259.95","1,272.10","1,275.34","1,259.74",-0.94%
04/20/2004,"1,271.89","1,272.61","1,288.44","1,271.89",-0.04%
04/19/2004,"1,272.40","1,264.44","1,275.94","1,264.44",0.65%
04/18/2004,"1,264.24","1,256.44","1,282.44","1,253.13",0.60%
04/17/2004,"1,256.65","1,206.87","1,256.65","1,206.87",4.10%
04/15/2004,"1,207.15","1,205.45","1,215.97","1,205.45",0.76%
04/14/2004,"1,198.06","1,177.26","1,198.20","1,176.89",2.41%
04/13/2004,"1,169.86","1,155.73","1,172.08","1,155.73",1.26%
04/12/2004,"1,155.31","1,158.38","1,159.64","1,153.75",-0.21%
04/11/2004,"1,157.75","1,148.56","1,158.17","1,148.56",0.80%
04/10/2004,"1,148.56","1,149.31","1,152.82","1,148.22",-0.05%
04/08/2004,"1,149.10","1,144.26","1,149.10","1,143.46",0.66%
04/07/2004,"1,141.60","1,142.81","1,142.81","1,134.49",-0.09%
04/06/2004,"1,142.60","1,124.35","1,142.80","1,123.93",1.64%
04/05/2004,"1,124.14","1,129.54","1,131.23","1,123.30",-0.50%
04/04/2004,"1,129.75","1,129.24","1,135.02","1,128.95",0.08%
04/03/2004,"1,128.83","1,127.27","1,135.70","1,124.76",0.19%
04/01/2004,"1,126.64","1,115.13","1,129.41","1,114.17",1.07%
03/31/2004,"1,114.71","1,105.33","1,120.26","1,103.87",0.87%
03/30/2004,"1,105.12","1,098.58","1,109.22","1,098.58",0.92%
03/29/2004,"1,095.02","1,075.32","1,098.23","1,074.95",1.93%
03/28/2004,"1,074.27","1,067.80","1,076.69","1,067.80",0.61%
03/27/2004,"1,067.80","1,068.57","1,073.34","1,067.59",-0.21%
03/25/2004,"1,070.04","1,064.43","1,070.25","1,061.91",0.43%
03/24/2004,"1,065.47","1,071.40","1,072.02","1,065.47",-0.55%
03/23/2004,"1,071.40","1,073.80","1,074.12","1,070.34",-0.22%
03/22/2004,"1,073.80","1,078.06","1,078.06","1,071.88",-0.32%
03/21/2004,"1,077.23","1,096.92","1,097.75","1,073.69",-1.39%
03/20/2004,"1,092.41","1,093.51","1,093.51","1,082.42",-0.10%
03/18/2004,"1,093.51","1,092.66","1,093.99","1,092.05",0.10%
03/17/2004,"1,092.43","1,086.25","1,092.54","1,084.64",0.02%
03/16/2004,"1,092.24","1,133.34","1,133.34","1,091.97",-0.77%
03/15/2004,"1,100.67","1,100.35","1,103.60","1,098.63",0.05%
03/14/2004,"1,100.10","1,097.29","1,100.37","1,097.29",0.11%
03/13/2004,"1,098.88","1,096.98","1,099.51","1,096.72",0.22%
03/11/2004,"1,096.47","1,095.13","1,097.11","1,095.13",0.12%
03/10/2004,"1,095.13","1,094.99","1,096.32","1,094.33",-0.01%
03/09/2004,"1,095.19","1,096.46","1,097.93","1,094.80",-0.12%
03/08/2004,"1,096.46","1,099.18","1,099.91","1,095.85",-0.23%
03/07/2004,"1,098.95","1,105.37","1,107.98","1,097.11",-0.56%
03/06/2004,"1,105.11","1,108.05","1,108.05","1,104.99",-0.28%
03/04/2004,"1,108.26","1,110.77","1,111.04","1,107.85",-0.24%
03/03/2004,"1,110.91","1,101.68","1,111.97","1,101.68",0.91%
03/02/2004,"1,100.90","1,105.29","1,105.67","1,100.68",0.02%
03/01/2004,"1,100.63","1,098.36","1,102.00","1,098.36",0.21%
02/29/2004,"1,098.36","1,097.51","1,099.98","1,093.65",0.07%
02/28/2004,"1,097.63","1,093.10","1,098.25","1,093.10",0.48%
02/26/2004,"1,092.34","1,090.80","1,094.81","1,090.26",0.14%
02/25/2004,"1,090.80","1,086.71","1,091.05","1,086.32",0.41%
02/24/2004,"1,086.32","1,091.63","1,092.11","1,085.60",-0.49%
02/23/2004,"1,091.63","1,093.97","1,096.04","1,091.27",0.01%
02/22/2004,"1,091.54","1,100.98","1,100.98","1,090.83",-0.85%
02/19/2004,"1,100.87","1,095.55","1,101.09","1,095.55",0.49%
02/18/2004,"1,095.55","1,096.46","1,100.04","1,095.48",-0.15%
02/17/2004,"1,097.24","1,096.27","1,098.24","1,095.98",0.12%
02/16/2004,"1,095.88","1,099.77","1,099.77","1,095.88",-0.35%
02/15/2004,"1,099.77","1,102.25","1,102.72","1,097.16",0.00%
02/14/2004,"1,099.78","1,099.50","1,102.82","1,098.35",-0.08%
02/12/2004,"1,100.67","1,100.12","1,102.43","1,100.12",0.02%
02/11/2004,"1,100.50","1,103.20","1,103.58","1,099.28",-0.24%
02/10/2004,"1,103.20","1,103.35","1,107.48","1,101.29",0.06%
02/09/2004,"1,102.53","1,113.17","1,118.09","1,101.59",-0.96%
02/08/2004,"1,113.17","1,111.39","1,113.25","1,111.24",0.16%
02/07/2004,"1,111.39","1,110.30","1,111.55","1,109.70",0.10%
02/05/2004,"1,110.30","1,109.37","1,111.88","1,109.37",0.23%
02/04/2004,"1,107.80","1,093.11","1,108.26","1,093.11",1.37%
01/29/2004,"1,092.88","1,080.76","1,093.14","1,080.76",1.15%
01/28/2004,"1,080.47","1,070.17","1,080.47","1,069.88",1.18%
01/27/2004,"1,067.84","1,063.97","1,068.85","1,059.36",0.71%
01/26/2004,"1,060.36","1,059.57","1,061.43","1,059.03",0.05%
01/25/2004,"1,059.83","1,058.95","1,061.36","1,058.95",0.11%
01/24/2004,"1,058.69","1,060.46","1,061.03","1,058.08",-0.12%
01/22/2004,"1,059.97","1,052.59","1,059.97","1,050.69",0.51%
01/21/2004,"1,054.60","1,039.57","1,055.36","1,039.34",1.37%
01/20/2004,"1,040.35","1,042.47","1,042.47","1,035.38",-0.23%
01/19/2004,"1,042.72","1,048.38","1,048.77","1,041.38",-0.58%
01/18/2004,"1,048.77","1,054.84","1,055.23","1,047.75",-0.55%
01/17/2004,"1,054.55","1,057.76","1,059.74","1,051.69",-0.21%
01/15/2004,"1,056.74","1,059.08","1,061.78","1,056.74",-0.19%
01/14/2004,"1,058.73","1,050.55","1,061.89","1,050.55",0.79%
01/13/2004,"1,050.43","1,043.99","1,057.29","1,043.99",0.57%
01/12/2004,"1,044.50","1,048.15","1,048.97","1,041.46",-0.20%
01/11/2004,"1,046.63","1,039.35","1,048.54","1,039.31",0.70%
01/10/2004,"1,039.35","1,035.72","1,039.74","1,032.79",0.57%
01/08/2004,"1,033.43","1,026.34","1,033.69","1,025.55",0.71%
01/07/2004,"1,026.11","1,022.39","1,026.36","1,021.24",0.41%
01/06/2004,"1,021.88","1,016.45","1,022.89","1,016.45",0.66%
01/05/2004,"1,015.18","1,010.03","1,019.17","1,010.03",0.51%
01/04/2004,"1,010.03","1,005.92","1,011.69","1,005.92",0.40%
01/03/2004,"1,005.99","1,000.15","1,008.55","1,000.15",0.60%
